"시점","월별(1)","발전원별(1)",발전원별(2),발전원별(3),데이터
"2021","8월","한전 및 자회사",집단,소계,326950
"2021","8월","한전 및 자회사",내연력,소계,39860
"2021","8월","한전 및 자회사",기타,소계,2945
"2021","8월","타사",소계,소계,14733770
"2021","8월","타사",수력,소계,199531
"2021","8월","타사",수력,일반,143252
"2021","8월","타사",수력,소수력,56279
"2021","8월","타사",기력,유연탄,1868362
"2021","8월","타사",복합화력,소계,6867083
"2021","8월","타사",신재생,소계,2440862
"2021","8월","타사",집단,소계,3260288
"2021","8월","타사",기타,소계,97644
"2021","8월","사업자(종합)",소계,소계,51700810
"2021","8월","사업자(종합)",수력,소계,606390
"2021","8월","사업자(종합)",수력,일반,214468
"2021","8월","사업자(종합)",수력,양수,318187
"2021","8월","사업자(종합)",수력,소수력,73735
"2021","8월","사업자(종합)",기력,소계,20233665
"2021","8월","사업자(종합)",기력,무연탄,238493
"2021","8월","사업자(종합)",기력,유연탄,19866039
"2021","8월","사업자(종합)",기력,중유,47692
"2021","8월","사업자(종합)",기력,LNG,81441
"2021","8월","사업자(종합)",복합화력,소계,11063905
"2021","8월","사업자(종합)",원자력,소계,12779715
"2021","8월","사업자(종합)",신재생,소계,3289448
"2021","8월","사업자(종합)",집단,소계,3587238
"2021","8월","사업자(종합)",내연력,소계,39860
"2021","8월","사업자(종합)",기타,소계,100589
"2021","8월","상용자가",소계,소계,...
"2021","8월","상용자가",한전구입,소계,94986
"2021","8월","상용자가",자가소비,소계,...
"2021","8월","총발전량",사업자+한전구입,소계,51795796
"2021","8월","총발전량",사업자+상용자가,소계,...
"2021","9월","한전 및 자회사",소계,소계,32436599
"2021","9월","한전 및 자회사",수력,소계,368578
"2021","9월","한전 및 자회사",수력,일반,75044
"2021","9월","한전 및 자회사",수력,양수,276903
"2021","9월","한전 및 자회사",수력,소수력,16631
"2021","9월","한전 및 자회사",기력,소계,14558742
"2021","9월","한전 및 자회사",기력,무연탄,48212
"2021","9월","한전 및 자회사",기력,유연탄,14225568
"2021","9월","한전 및 자회사",기력,중유,173749
"2021","9월","한전 및 자회사",기력,LNG,111213
"2021","9월","한전 및 자회사",복합화력,소계,4194077
"2021","9월","한전 및 자회사",원자력,소계,12172417
"2021","9월","한전 및 자회사",신재생,소계,761585
"2021","9월","한전 및 자회사",집단,소계,334170
"2021","9월","한전 및 자회사",내연력,소계,42945
"2021","9월","한전 및 자회사",기타,소계,4085
"2021","9월","타사",소계,소계,12950475
"2021","9월","타사",수력,소계,205888
"2021","9월","타사",수력,일반,152672
"2021","9월","타사",수력,소수력,53216
"2021","9월","타사",기력,유연탄,1381314
"2021","9월","타사",복합화력,소계,5879049
"2021","9월","타사",신재생,소계,2410538
"2021","9월","타사",집단,소계,2972948
"2021","9월","타사",기타,소계,100738
"2021","9월","사업자(종합)",소계,소계,45387074
"2021","9월","사업자(종합)",수력,소계,574466
"2021","9월","사업자(종합)",수력,일반,227716
"2021","9월","사업자(종합)",수력,양수,276903
"2021","9월","사업자(종합)",수력,소수력,69847
"2021","9월","사업자(종합)",기력,소계,15940056
"2021","9월","사업자(종합)",기력,무연탄,48212
"2021","9월","사업자(종합)",기력,유연탄,15606882
"2021","9월","사업자(종합)",기력,중유,173749
"2021","9월","사업자(종합)",기력,LNG,111213
"2021","9월","사업자(종합)",복합화력,소계,10073126
"2021","9월","사업자(종합)",원자력,소계,12172417
"2021","9월","사업자(종합)",신재생,소계,3172124
"2021","9월","사업자(종합)",집단,소계,3307118
"2021","9월","사업자(종합)",내연력,소계,42945
"2021","9월","사업자(종합)",기타,소계,104823
"2021","9월","상용자가",소계,소계,...
"2021","9월","상용자가",한전구입,소계,23229
"2021","9월","상용자가",자가소비,소계,...
"2021","9월","총발전량",사업자+한전구입,소계,45410303
"2021","9월","총발전량",사업자+상용자가,소계,...
"2021","10월","한전 및 자회사",소계,소계,32073517
"2021","10월","한전 및 자회사",수력,소계,360005
"2021","10월","한전 및 자회사",수력,일반,53718
"2021","10월","한전 및 자회사",수력,양수,292035
"2021","10월","한전 및 자회사",수력,소수력,14252
"2021","10월","한전 및 자회사",기력,소계,13371325
"2021","10월","한전 및 자회사",기력,무연탄,86607
"2021","10월","한전 및 자회사",기력,유연탄,12918028
"2021","10월","한전 및 자회사",기력,중유,173743
"2021","10월","한전 및 자회사",기력,LNG,192948
"2021","10월","한전 및 자회사",복합화력,소계,4027665
"2021","10월","한전 및 자회사",원자력,소계,13462108
"2021","10월","한전 및 자회사",신재생,소계,582988
"2021","10월","한전 및 자회사",집단,소계,225180
"2021","10월","한전 및 자회사",내연력,소계,37652
"2021","10월","한전 및 자회사",기타,소계,6593
"2021","10월","타사",소계,소계,14038499
"2021","10월","타사",수력,소계,146897
"2021","10월","타사",수력,일반,104056
"2021","10월","타사",수력,소수력,42842
"2021","10월","타사",기력,유연탄,1652034
"2021","10월","타사",복합화력,소계,6135704
"2021","10월","타사",신재생,소계,2666506
"2021","10월","타사",집단,소계,3335699
"2021","10월","타사",기타,소계,101658
"2021","10월","사업자(종합)",소계,소계,46112016
"2021","10월","사업자(종합)",수력,소계,506902
"2021","10월","사업자(종합)",수력,일반,157774
"2021","10월","사업자(종합)",수력,양수,292035
"2021","10월","사업자(종합)",수력,소수력,57093
"2021","10월","사업자(종합)",기력,소계,15023359
"2021","10월","사업자(종합)",기력,무연탄,86607
"2021","10월","사업자(종합)",기력,유연탄,14570062
"2021","10월","사업자(종합)",기력,중유,173743
"2021","10월","사업자(종합)",기력,LNG,192948
"2021","10월","사업자(종합)",복합화력,소계,10163369
"2021","10월","사업자(종합)",원자력,소계,13462108
"2021","10월","사업자(종합)",신재생,소계,3249494
"2021","10월","사업자(종합)",집단,소계,3560879
"2021","10월","사업자(종합)",내연력,소계,37652
"2021","10월","사업자(종합)",기타,소계,108251
"2021","10월","상용자가",소계,소계,...
"2021","10월","상용자가",한전구입,소계,35129
"2021","10월","상용자가",자가소비,소계,...
"2021","10월","총발전량",사업자+한전구입,소계,46147145
"2021","10월","총발전량",사업자+상용자가,소계,...
"2021","11월","한전 및 자회사",소계,소계,32854687
"2021","11월","한전 및 자회사",수력,소계,306713
"2021","11월","한전 및 자회사",수력,일반,40037
"2021","11월","한전 및 자회사",수력,양수,255709
"2021","11월","한전 및 자회사",수력,소수력,10968
"2021","11월","한전 및 자회사",기력,소계,14210187
"2021","11월","한전 및 자회사",기력,무연탄,224116
"2021","11월","한전 및 자회사",기력,유연탄,13858568
"2021","11월","한전 및 자회사",기력,중유,87584
"2021","11월","한전 및 자회사",기력,LNG,39920
"2021","11월","한전 및 자회사",복합화력,소계,3914763
"2021","11월","한전 및 자회사",원자력,소계,13567239
"2021","11월","한전 및 자회사",신재생,소계,608821
"2021","11월","한전 및 자회사",집단,소계,206453
"2021","11월","한전 및 자회사",내연력,소계,34362
"2021","11월","한전 및 자회사",기타,소계,6148
"2021","11월","타사",소계,소계,13974606
"2021","11월","타사",수력,소계,126089
"2021","11월","타사",수력,일반,92399
"2021","11월","타사",수력,소수력,33690
"2021","11월","타사",기력,유연탄,1365221
"2021","11월","타사",복합화력,소계,6015939
"2021","11월","타사",신재생,소계,2382800
"2021","11월","타사",집단,소계,3992640
"2021","11월","타사",기타,소계,91917
"2021","11월","사업자(종합)",소계,소계,46829293
"2021","11월","사업자(종합)",수력,소계,432802
"2021","11월","사업자(종합)",수력,일반,132436
"2021","11월","사업자(종합)",수력,양수,255709
"2021","11월","사업자(종합)",수력,소수력,44657
"2021","11월","사업자(종합)",기력,소계,15575408
"2021","11월","사업자(종합)",기력,무연탄,224116
"2021","11월","사업자(종합)",기력,유연탄,15223789
"2021","11월","사업자(종합)",기력,중유,87584
"2021","11월","사업자(종합)",기력,LNG,39920
"2021","11월","사업자(종합)",복합화력,소계,9930702
"2021","11월","사업자(종합)",원자력,소계,13567239
"2021","11월","사업자(종합)",신재생,소계,2991621
"2021","11월","사업자(종합)",집단,소계,4199093
"2021","11월","사업자(종합)",내연력,소계,34362
"2021","11월","사업자(종합)",기타,소계,98065
"2021","11월","상용자가",소계,소계,...
"2021","11월","상용자가",한전구입,소계,56125
"2021","11월","상용자가",자가소비,소계,...
"2021","11월","총발전량",사업자+한전구입,소계,46885417
"2021","11월","총발전량",사업자+상용자가,소계,...
"2021","12월","한전 및 자회사",소계,소계,37933013
"2021","12월","한전 및 자회사",수력,소계,390544
"2021","12월","한전 및 자회사",수력,일반,41385
"2021","12월","한전 및 자회사",수력,양수,338120
"2021","12월","한전 및 자회사",수력,소수력,11039
"2021","12월","한전 및 자회사",기력,소계,15664857
"2021","12월","한전 및 자회사",기력,무연탄,1
"2021","12월","한전 및 자회사",기력,유연탄,15526575
"2021","12월","한전 및 자회사",기력,중유,78288
"2021","12월","한전 및 자회사",기력,LNG,59994
"2021","12월","한전 및 자회사",복합화력,소계,4188537
"2021","12월","한전 및 자회사",원자력,소계,16531642
"2021","12월","한전 및 자회사",신재생,소계,768469
"2021","12월","한전 및 자회사",집단,소계,343032
"2021","12월","한전 및 자회사",내연력,소계,41087
"2021","12월","한전 및 자회사",기타,소계,4843
"2021","12월","타사",소계,소계,15389734
"2021","12월","타사",수력,소계,127895
"2021","12월","타사",수력,일반,95785
"2021","12월","타사",수력,소수력,32110
"2021","12월","타사",기력,유연탄,1829823
"2021","12월","타사",복합화력,소계,6160436
"2021","12월","타사",신재생,소계,2455527
"2021","12월","타사",집단,소계,4719709
"2021","12월","타사",기타,소계,96345
"2021","12월","사업자(종합)",소계,소계,53322747
"2021","12월","사업자(종합)",수력,소계,518439
"2021","12월","사업자(종합)",수력,일반,137170
"2021","12월","사업자(종합)",수력,양수,338120
"2021","12월","사업자(종합)",수력,소수력,43149
"2021","12월","사업자(종합)",기력,소계,17494680
"2021","12월","사업자(종합)",기력,무연탄,1
"2021","12월","사업자(종합)",기력,유연탄,17356398
"2021","12월","사업자(종합)",기력,중유,78288
"2021","12월","사업자(종합)",기력,LNG,59994
"2021","12월","사업자(종합)",복합화력,소계,10348973
"2021","12월","사업자(종합)",원자력,소계,16531642
"2021","12월","사업자(종합)",신재생,소계,3223996
"2021","12월","사업자(종합)",집단,소계,5062741
"2021","12월","사업자(종합)",내연력,소계,41087
"2021","12월","사업자(종합)",기타,소계,101189
"2021","12월","상용자가",소계,소계,...
"2021","12월","상용자가",한전구입,소계,50862
"2021","12월","상용자가",자가소비,소계,...
"2021","12월","총발전량",사업자+한전구입,소계,53373609
"2021","12월","총발전량",사업자+상용자가,소계,...
"2022","합계","한전 및 자회사",소계,소계,408441461
"2022","합계","한전 및 자회사",수력,소계,5043366
"2022","합계","한전 및 자회사",수력,일반,1203185
"2022","합계","한전 및 자회사",수력,양수,3715049
"2022","합계","한전 및 자회사",수력,소수력,125132
"2022","합계","한전 및 자회사",기력,소계,165999900
"2022","합계","한전 및 자회사",기력,무연탄,1870760
"2022","합계","한전 및 자회사",기력,유연탄,162400003
"2022","합계","한전 및 자회사",기력,중유,351793
"2022","합계","한전 및 자회사",기력,LNG,1377345
"2022","합계","한전 및 자회사",복합화력,소계,49104913
"2022","합계","한전 및 자회사",원자력,소계,176054012
"2022","합계","한전 및 자회사",신재생,소계,8461920
"2022","합계","한전 및 자회사",집단,소계,3138364
"2022","합계","한전 및 자회사",내연력,소계,570046
"2022","합계","한전 및 자회사",기타,소계,68940
"2022","합계","타사",소계,소계,185507861
"2022","합계","타사",수력,소계,2212862
"2022","합계","타사",수력,일반,1747477
"2022","합계","타사",수력,소수력,465385
"2022","합계","타사",기력,유연탄,22476793
"2022","합계","타사",복합화력,소계,74890926
"2022","합계","타사",신재생,소계,38804336
"2022","합계","타사",집단,소계,46020340
"2022","합계","타사",기타,소계,1102604
"2022","합계","사업자(종합)",소계,소계,593949322
"2022","합계","사업자(종합)",수력,소계,7256228
"2022","합계","사업자(종합)",수력,일반,2950662
"2022","합계","사업자(종합)",수력,양수,3715049
"2022","합계","사업자(종합)",수력,소수력,590517
"2022","합계","사업자(종합)",기력,소계,188476694
"2022","합계","사업자(종합)",기력,무연탄,1870760
"2022","합계","사업자(종합)",기력,유연탄,184876796
"2022","합계","사업자(종합)",기력,중유,351793
"2022","합계","사업자(종합)",기력,LNG,1377345
"2022","합계","사업자(종합)",복합화력,소계,123995839
"2022","합계","사업자(종합)",원자력,소계,176054012
"2022","합계","사업자(종합)",신재생,소계,47266256
"2022","합계","사업자(종합)",집단,소계,49158704
"2022","합계","사업자(종합)",내연력,소계,570046
"2022","합계","사업자(종합)",기타,소계,1171543
"2022","합계","상용자가",소계,소계,28635808
"2022","합계","상용자가",한전구입,소계,451043
"2022","합계","상용자가",자가소비,소계,28184765
"2022","합계","총발전량",사업자+한전구입,소계,594400365
"2022","합계","총발전량",사업자+상용자가,소계,622585130
"2022","1월","한전 및 자회사",소계,소계,38575652
"2022","1월","한전 및 자회사",수력,소계,382729
"2022","1월","한전 및 자회사",수력,일반,41931
"2022","1월","한전 및 자회사",수력,양수,330407
"2022","1월","한전 및 자회사",수력,소수력,10391
"2022","1월","한전 및 자회사",기력,소계,16521623
"2022","1월","한전 및 자회사",기력,무연탄,-
"2022","1월","한전 및 자회사",기력,유연탄,16157270
"2022","1월","한전 및 자회사",기력,중유,351793
"2022","1월","한전 및 자회사",기력,LNG,12561
"2022","1월","한전 및 자회사",복합화력,소계,4373522
"2022","1월","한전 및 자회사",원자력,소계,16103260
"2022","1월","한전 및 자회사",신재생,소계,781346
"2022","1월","한전 및 자회사",집단,소계,351664
"2022","1월","한전 및 자회사",내연력,소계,54726
"2022","1월","한전 및 자회사",기타,소계,6781
"2022","1월","타사",소계,소계,16172953
"2022","1월","타사",수력,소계,137615
"2022","1월","타사",수력,일반,107392
"2022","1월","타사",수력,소수력,30223
"2022","1월","타사",기력,유연탄,1590738
"2022","1월","타사",복합화력,소계,6441278
"2022","1월","타사",신재생,소계,2689088
"2022","1월","타사",집단,소계,5233496
"2022","1월","타사",기타,소계,80737
"2022","1월","사업자(종합)",소계,소계,54748605
"2022","1월","사업자(종합)",수력,소계,520344
"2022","1월","사업자(종합)",수력,일반,149323
"2022","1월","사업자(종합)",수력,양수,330407
"2022","1월","사업자(종합)",수력,소수력,40614
"2022","1월","사업자(종합)",기력,소계,18112361
"2022","1월","사업자(종합)",기력,무연탄,-
"2022","1월","사업자(종합)",기력,유연탄,17748008
"2022","1월","사업자(종합)",기력,중유,351793
"2022","1월","사업자(종합)",기력,LNG,12561
"2022","1월","사업자(종합)",복합화력,소계,10814801
"2022","1월","사업자(종합)",원자력,소계,16103260
"2022","1월","사업자(종합)",신재생,소계,3470434
"2022","1월","사업자(종합)",집단,소계,5585160
"2022","1월","사업자(종합)",내연력,소계,54726
"2022","1월","사업자(종합)",기타,소계,87518
"2022","1월","상용자가",소계,소계,...
"2022","1월","상용자가",한전구입,소계,43696
"2022","1월","상용자가",자가소비,소계,...
"2022","1월","총발전량",사업자+한전구입,소계,54792301
"2022","1월","총발전량",사업자+상용자가,소계,...
"2022","2월","한전 및 자회사",소계,소계,33016704
"2022","2월","한전 및 자회사",수력,소계,369163
"2022","2월","한전 및 자회사",수력,일반,36696
"2022","2월","한전 및 자회사",수력,양수,323696
"2022","2월","한전 및 자회사",수력,소수력,8771
"2022","2월","한전 및 자회사",기력,소계,13635610
"2022","2월","한전 및 자회사",기력,무연탄,-
"2022","2월","한전 및 자회사",기력,유연탄,13602760
"2022","2월","한전 및 자회사",기력,중유,-
"2022","2월","한전 및 자회사",기력,LNG,32850
"2022","2월","한전 및 자회사",복합화력,소계,3948720
"2022","2월","한전 및 자회사",원자력,소계,13989890
"2022","2월","한전 및 자회사",신재생,소계,716004
"2022","2월","한전 및 자회사",집단,소계,293108
"2022","2월","한전 및 자회사",내연력,소계,58129
"2022","2월","한전 및 자회사",기타,소계,6079
"2022","2월","타사",소계,소계,15397934
"2022","2월","타사",수력,소계,122111
"2022","2월","타사",수력,일반,95237
"2022","2월","타사",수력,소수력,26875
"2022","2월","타사",기력,유연탄,1720154
"2022","2월","타사",복합화력,소계,5696123
"2022","2월","타사",신재생,소계,3029023
"2022","2월","타사",집단,소계,4752088
"2022","2월","타사",기타,소계,78436
"2022","2월","사업자(종합)",소계,소계,48414638
"2022","2월","사업자(종합)",수력,소계,491275
"2022","2월","사업자(종합)",수력,일반,131933
"2022","2월","사업자(종합)",수력,양수,323696
"2022","2월","사업자(종합)",수력,소수력,35646
"2022","2월","사업자(종합)",기력,소계,15355764
"2022","2월","사업자(종합)",기력,무연탄,-
"2022","2월","사업자(종합)",기력,유연탄,15322914
"2022","2월","사업자(종합)",기력,중유,-
"2022","2월","사업자(종합)",기력,LNG,32850
"2022","2월","사업자(종합)",복합화력,소계,9644843
"2022","2월","사업자(종합)",원자력,소계,13989890
"2022","2월","사업자(종합)",신재생,소계,3745027
"2022","2월","사업자(종합)",집단,소계,5045196
"2022","2월","사업자(종합)",내연력,소계,58129
"2022","2월","사업자(종합)",기타,소계,84515
"2022","2월","상용자가",소계,소계,...
"2022","2월","상용자가",한전구입,소계,72864
"2022","2월","상용자가",자가소비,소계,...
"2022","2월","총발전량",사업자+한전구입,소계,48487502
"2022","2월","총발전량",사업자+상용자가,소계,...
"2022","3월","한전 및 자회사",소계,소계,31875258
"2022","3월","한전 및 자회사",수력,소계,413916
"2022","3월","한전 및 자회사",수력,일반,61187
"2022","3월","한전 및 자회사",수력,양수,343746
"2022","3월","한전 및 자회사",수력,소수력,8983
"2022","3월","한전 및 자회사",기력,소계,11683698
"2022","3월","한전 및 자회사",기력,무연탄,140
"2022","3월","한전 및 자회사",기력,유연탄,11508474
"2022","3월","한전 및 자회사",기력,중유,-
"2022","3월","한전 및 자회사",기력,LNG,175084
"2022","3월","한전 및 자회사",복합화력,소계,4733694
"2022","3월","한전 및 자회사",원자력,소계,13866525
"2022","3월","한전 및 자회사",신재생,소계,763830
"2022","3월","한전 및 자회사",집단,소계,349459
"2022","3월","한전 및 자회사",내연력,소계,60216
"2022","3월","한전 및 자회사",기타,소계,3921
"2022","3월","타사",소계,소계,17758805
"2022","3월","타사",수력,소계,139670
"2022","3월","타사",수력,일반,101411
"2022","3월","타사",수력,소수력,38259
"2022","3월","타사",기력,유연탄,1869868
"2022","3월","타사",복합화력,소계,7565273
"2022","3월","타사",신재생,소계,3116210
"2022","3월","타사",집단,소계,4974644
"2022","3월","타사",기타,소계,93140
"2022","3월","사업자(종합)",소계,소계,49634063
"2022","3월","사업자(종합)",수력,소계,553586
"2022","3월","사업자(종합)",수력,일반,162598
"2022","3월","사업자(종합)",수력,양수,343746
"2022","3월","사업자(종합)",수력,소수력,47242
"2022","3월","사업자(종합)",기력,소계,13553566
"2022","3월","사업자(종합)",기력,무연탄,140
"2022","3월","사업자(종합)",기력,유연탄,13378342
"2022","3월","사업자(종합)",기력,중유,-
"2022","3월","사업자(종합)",기력,LNG,175084
"2022","3월","사업자(종합)",복합화력,소계,12298968
"2022","3월","사업자(종합)",원자력,소계,13866525
"2022","3월","사업자(종합)",신재생,소계,3880039
"2022","3월","사업자(종합)",집단,소계,5324102
"2022","3월","사업자(종합)",내연력,소계,60216
"2022","3월","사업자(종합)",기타,소계,97061
"2022","3월","상용자가",소계,소계,...
"2022","3월","상용자가",한전구입,소계,25090
"2022","3월","상용자가",자가소비,소계,...
"2022","3월","총발전량",사업자+한전구입,소계,49659153
"2022","3월","총발전량",사업자+상용자가,소계,...
"2022","4월","한전 및 자회사",소계,소계,29519015
"2022","4월","한전 및 자회사",수력,소계,327894
"2022","4월","한전 및 자회사",수력,일반,53005
"2022","4월","한전 및 자회사",수력,양수,266487
"2022","4월","한전 및 자회사",수력,소수력,8402
"2022","4월","한전 및 자회사",기력,소계,11228739
"2022","4월","한전 및 자회사",기력,무연탄,236341
"2022","4월","한전 및 자회사",기력,유연탄,10952960
"2022","4월","한전 및 자회사",기력,중유,-
"2022","4월","한전 및 자회사",기력,LNG,39438
"2022","4월","한전 및 자회사",복합화력,소계,3581326
"2022","4월","한전 및 자회사",원자력,소계,13385162
"2022","4월","한전 및 자회사",신재생,소계,653559
"2022","4월","한전 및 자회사",집단,소계,282388
"2022","4월","한전 및 자회사",내연력,소계,53290
"2022","4월","한전 및 자회사",기타,소계,6657
"2022","4월","타사",소계,소계,15315517
"2022","4월","타사",수력,소계,145050
"2022","4월","타사",수력,일반,105647
"2022","4월","타사",수력,소수력,39403
"2022","4월","타사",기력,유연탄,1618551
"2022","4월","타사",복합화력,소계,6211972
"2022","4월","타사",신재생,소계,3614647
"2022","4월","타사",집단,소계,3634178
"2022","4월","타사",기타,소계,91119
"2022","4월","사업자(종합)",소계,소계,44834532
"2022","4월","사업자(종합)",수력,소계,472944
"2022","4월","사업자(종합)",수력,일반,158652
"2022","4월","사업자(종합)",수력,양수,266487
"2022","4월","사업자(종합)",수력,소수력,47806
"2022","4월","사업자(종합)",기력,소계,12847289
"2022","4월","사업자(종합)",기력,무연탄,236341
"2022","4월","사업자(종합)",기력,유연탄,12571511
"2022","4월","사업자(종합)",기력,중유,-
"2022","4월","사업자(종합)",기력,LNG,39438
"2022","4월","사업자(종합)",복합화력,소계,9793299
"2022","4월","사업자(종합)",원자력,소계,13385162
"2022","4월","사업자(종합)",신재생,소계,4268206
"2022","4월","사업자(종합)",집단,소계,3916566
"2022","4월","사업자(종합)",내연력,소계,53290
"2022","4월","사업자(종합)",기타,소계,97776
"2022","4월","상용자가",소계,소계,...
"2022","4월","상용자가",한전구입,소계,24337
"2022","4월","상용자가",자가소비,소계,...
"2022","4월","총발전량",사업자+한전구입,소계,44858870
"2022","4월","총발전량",사업자+상용자가,소계,...
"2022","5월","한전 및 자회사",소계,소계,31436952
"2022","5월","한전 및 자회사",수력,소계,376854
"2022","5월","한전 및 자회사",수력,일반,75535
"2022","5월","한전 및 자회사",수력,양수,293676
"2022","5월","한전 및 자회사",수력,소수력,7643
"2022","5월","한전 및 자회사",기력,소계,11992770
"2022","5월","한전 및 자회사",기력,무연탄,166562
"2022","5월","한전 및 자회사",기력,유연탄,11709780
"2022","5월","한전 및 자회사",기력,중유,-
"2022","5월","한전 및 자회사",기력,LNG,116428
"2022","5월","한전 및 자회사",복합화력,소계,3592959
"2022","5월","한전 및 자회사",원자력,소계,14609832
"2022","5월","한전 및 자회사",신재생,소계,539654
"2022","5월","한전 및 자회사",집단,소계,278137
"2022","5월","한전 및 자회사",내연력,소계,40090
"2022","5월","한전 및 자회사",기타,소계,6657
"2022","5월","타사",소계,소계,14729661
"2022","5월","타사",수력,소계,161643
"2022","5월","타사",수력,일반,117809
"2022","5월","타사",수력,소수력,43834
"2022","5월","타사",기력,유연탄,1411602
"2022","5월","타사",복합화력,소계,6103557
"2022","5월","타사",신재생,소계,4354084
"2022","5월","타사",집단,소계,2607243
"2022","5월","타사",기타,소계,91533
"2022","5월","사업자(종합)",소계,소계,46166613
"2022","5월","사업자(종합)",수력,소계,538497
"2022","5월","사업자(종합)",수력,일반,193344
"2022","5월","사업자(종합)",수력,양수,293676
"2022","5월","사업자(종합)",수력,소수력,51477
"2022","5월","사업자(종합)",기력,소계,13404372
"2022","5월","사업자(종합)",기력,무연탄,166562
"2022","5월","사업자(종합)",기력,유연탄,13121381
"2022","5월","사업자(종합)",기력,중유,-
"2022","5월","사업자(종합)",기력,LNG,116428
"2022","5월","사업자(종합)",복합화력,소계,9696516
"2022","5월","사업자(종합)",원자력,소계,14609832
"2022","5월","사업자(종합)",신재생,소계,4893738
"2022","5월","사업자(종합)",집단,소계,2885380
"2022","5월","사업자(종합)",내연력,소계,40090
"2022","5월","사업자(종합)",기타,소계,98190
"2022","5월","상용자가",소계,소계,...
"2022","5월","상용자가",한전구입,소계,14217
"2022","5월","상용자가",자가소비,소계,...
"2022","5월","총발전량",사업자+한전구입,소계,46180830
"2022","5월","총발전량",사업자+상용자가,소계,...
"2022","6월","한전 및 자회사",소계,소계,33536092
"2022","6월","한전 및 자회사",수력,소계,399386
"2022","6월","한전 및 자회사",수력,일반,114153
"2022","6월","한전 및 자회사",수력,양수,276411
"2022","6월","한전 및 자회사",수력,소수력,8822
"2022","6월","한전 및 자회사",기력,소계,13765070
"2022","6월","한전 및 자회사",기력,무연탄,156796
"2022","6월","한전 및 자회사",기력,유연탄,13476359
"2022","6월","한전 및 자회사",기력,중유,-
"2022","6월","한전 및 자회사",기력,LNG,131916
"2022","6월","한전 및 자회사",복합화력,소계,3728189
"2022","6월","한전 및 자회사",원자력,소계,14725941
"2022","6월","한전 및 자회사",신재생,소계,580459
"2022","6월","한전 및 자회사",집단,소계,289138
"2022","6월","한전 및 자회사",내연력,소계,41707
"2022","6월","한전 및 자회사",기타,소계,6202
"2022","6월","타사",소계,소계,14037034
"2022","6월","타사",수력,소계,156376
"2022","6월","타사",수력,일반,116320
"2022","6월","타사",수력,소수력,40056
"2022","6월","타사",기력,유연탄,1545529
"2022","6월","타사",복합화력,소계,5856205
"2022","6월","타사",신재생,소계,3248987
"2022","6월","타사",집단,소계,3137794
"2022","6월","타사",기타,소계,92142
"2022","6월","사업자(종합)",소계,소계,47573126
"2022","6월","사업자(종합)",수력,소계,555762
"2022","6월","사업자(종합)",수력,일반,230473
"2022","6월","사업자(종합)",수력,양수,276411
"2022","6월","사업자(종합)",수력,소수력,48878
"2022","6월","사업자(종합)",기력,소계,15310600
"2022","6월","사업자(종합)",기력,무연탄,156796
"2022","6월","사업자(종합)",기력,유연탄,15021888
"2022","6월","사업자(종합)",기력,중유,-
"2022","6월","사업자(종합)",기력,LNG,131916
"2022","6월","사업자(종합)",복합화력,소계,9584394
"2022","6월","사업자(종합)",원자력,소계,14725941
"2022","6월","사업자(종합)",신재생,소계,3829447
"2022","6월","사업자(종합)",집단,소계,3426932
"2022","6월","사업자(종합)",내연력,소계,41707
"2022","6월","사업자(종합)",기타,소계,98344
"2022","6월","상용자가",소계,소계,...
"2022","6월","상용자가",한전구입,소계,13735
"2022","6월","상용자가",자가소비,소계,...
"2022","6월","총발전량",사업자+한전구입,소계,47586861
"2022","6월","총발전량",사업자+상용자가,소계,...
"2022","7월","한전 및 자회사",소계,소계,38923712
"2022","7월","한전 및 자회사",수력,소계,522954
"2022","7월","한전 및 자회사",수력,일반,222253
"2022","7월","한전 및 자회사",수력,양수,286805
"2022","7월","한전 및 자회사",수력,소수력,13896
"2022","7월","한전 및 자회사",기력,소계,17319132
"2022","7월","한전 및 자회사",기력,무연탄,274298
"2022","7월","한전 및 자회사",기력,유연탄,16885548
"2022","7월","한전 및 자회사",기력,중유,-
"2022","7월","한전 및 자회사",기력,LNG,159287
"2022","7월","한전 및 자회사",복합화력,소계,4591472
"2022","7월","한전 및 자회사",원자력,소계,15354809
"2022","7월","한전 및 자회사",신재생,소계,763738
"2022","7월","한전 및 자회사",집단,소계,304270
"2022","7월","한전 및 자회사",내연력,소계,63090
"2022","7월","한전 및 자회사",기타,소계,4247
"2022","7월","타사",소계,소계,16086952
"2022","7월","타사",수력,소계,162786
"2022","7월","타사",수력,일반,116736
"2022","7월","타사",수력,소수력,46049
"2022","7월","타사",기력,유연탄,2013753
"2022","7월","타사",복합화력,소계,6999294
"2022","7월","타사",신재생,소계,3257870
"2022","7월","타사",집단,소계,3549485
"2022","7월","타사",기타,소계,103763
"2022","7월","사업자(종합)",소계,소계,55010664
"2022","7월","사업자(종합)",수력,소계,685740
"2022","7월","사업자(종합)",수력,일반,338989
"2022","7월","사업자(종합)",수력,양수,286805
"2022","7월","사업자(종합)",수력,소수력,59946
"2022","7월","사업자(종합)",기력,소계,19332885
"2022","7월","사업자(종합)",기력,무연탄,274298
"2022","7월","사업자(종합)",기력,유연탄,18899301
"2022","7월","사업자(종합)",기력,중유,-
"2022","7월","사업자(종합)",기력,LNG,159287
"2022","7월","사업자(종합)",복합화력,소계,11590767
