산업분류별 월별 전력사용량 ( 20241011 현재 ),,,,,,,
"시도 : 전체(시도), 시군구 : 전체(시 / 군 / 구)",,,,,,,
기간 : 2018년 01 월 ~ 2018년 06월,,,,,,,
년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),전기요금(원),평균판매단가(원/kWh)
201805,전체(시도),전체(시 / 군 / 구),숙박 및 음식점업,"508,240 ","1,067,031,578 ","122,001,827,395 ",114.3 
201805,전체(시도),전체(시 / 군 / 구),"예술, 스포츠 및 여가관련 서비스업","73,427 ","304,248,246 ","37,906,397,546 ",124.6 
201805,전체(시도),전체(시 / 군 / 구),운수 및 창고업,"151,635 ","775,832,544 ","83,884,242,614 ",108.1 
201805,전체(시도),전체(시 / 군 / 구),"전기, 가스, 증기 및 공기 조절 공급업","18,220 ","595,472,282 ","53,722,286,259 ",90.2 
201805,전체(시도),전체(시 / 군 / 구),"전문, 과학 및 기술 서비스업","33,590 ","225,635,752 ","24,744,263,534 ",109.7 
201805,전체(시도),전체(시 / 군 / 구),정보통신업,"185,319 ","653,571,625 ","59,864,787,336 ",91.6 
201805,전체(시도),전체(시 / 군 / 구),제조업,"339,649 ","21,876,885,269 ","1,996,263,827,375 ",91.2 
201805,전체(시도),전체(시 / 군 / 구),"협회 및 단체, 수리 및 기타 개인 서비스업","220,863 ","394,171,404 ","51,166,142,798 ",129.8 
201806,전체(시도),전체(시 / 군 / 구),가구내고용활동및달리분류되지않은자가소비생산활동,493 ,"423,349 ","64,878,274 ",153.3 
201806,전체(시도),전체(시 / 군 / 구),건설업,"75,724 ","247,019,736 ","35,928,091,322 ",145.4 
201806,전체(시도),전체(시 / 군 / 구),"공공 행정, 국방 및 사회보장 행정","37,359 ","414,316,582 ","56,506,930,639 ",136.4 
201806,전체(시도),전체(시 / 군 / 구),광업,"3,671 ","125,421,059 ","17,754,481,451 ",141.6 
201806,전체(시도),전체(시 / 군 / 구),교육 서비스업,"69,510 ","630,525,265 ","73,919,310,119 ",117.2 
201806,전체(시도),전체(시 / 군 / 구),국제 및 외국기관,234 ,"64,898,080 ","7,048,316,323 ",108.6 
201806,전체(시도),전체(시 / 군 / 구),금융 및 보험업,"15,844 ","129,203,538 ","17,953,860,442 ",139.0 
