년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),전기요금(원),평균판매단가(원/kWh),연도,월
202009,충청남도,전체,건설업,"5,926 ","11,338,402 ","1,687,104,014 ",148.8 ,2020,09
202009,충청남도,전체,"공공 행정, 국방 및 사회보장 행정","2,388 ","23,437,353 ","3,010,595,007 ",128.5 ,2020,09
202009,충청남도,전체,광업,228 ,"14,279,485 ","1,732,765,940 ",121.3 ,2020,09
202009,충청남도,전체,교육 서비스업,"3,540 ","34,536,283 ","3,946,900,203 ",114.3 ,2020,09
202009,충청남도,전체,국제 및 외국기관,5호미만제거,-,-,-,2020,09
202009,충청남도,전체,금융 및 보험업,879 ,"5,664,034 ","767,884,956 ",135.6 ,2020,09
202009,충청남도,전체,"농업, 임업 및 어업","196,392 ","196,359,525 ","9,490,764,103 ",48.3 ,2020,09
202009,충청남도,전체,도매 및 소매업,"31,845 ","81,097,731 ","10,036,855,476 ",123.8 ,2020,09
202009,충청남도,전체,보건업 및 사회복지 서비스업,"4,187 ","20,819,447 ","2,532,076,403 ",121.6 ,2020,09
202009,충청남도,전체,부동산업,"48,623 ","99,511,644 ","13,690,907,044 ",137.6 ,2020,09
202009,충청남도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","4,964 ","7,972,246 ","1,111,943,169 ",139.5 ,2020,09
202009,충청남도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","6,945 ","68,882,869 ","6,868,282,265 ",99.7 ,2020,09
202009,충청남도,전체,숙박 및 음식점업,"30,176 ","74,300,913 ","9,676,669,209 ",130.2 ,2020,09
202009,충청남도,전체,"예술, 스포츠 및 여가관련 서비스업","3,752 ","13,895,749 ","1,933,301,607 ",139.1 ,2020,09
202009,충청남도,전체,운수 및 창고업,"13,171 ","33,800,687 ","3,107,834,882 ",91.9 ,2020,09
202009,충청남도,전체,"전기, 가스, 증기 및 공기 조절 공급업","3,296 ","45,836,661 ","6,140,305,627 ",134 ,2020,09
202009,충청남도,전체,"전문, 과학 및 기술 서비스업","1,880 ","10,973,059 ","1,246,242,663 ",113.6 ,2020,09
202009,충청남도,전체,정보통신업,"10,939 ","23,267,888 ","2,575,878,980 ",110.7 ,2020,09
202009,충청남도,전체,제조업,"17,088 ","3,154,516,431 ","284,693,376,869 ",90.2 ,2020,09
202009,충청남도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","11,585 ","18,584,181 ","2,941,109,673 ",158.3 ,2020,09
202009,충청남도,전체,합계,"397,809 ","3,939,078,283 ","367,191,288,969 ",93.2,2020,09
202010,충청남도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,5 ,"3,495 ","400,056 ",114.5 ,2020,10
202010,충청남도,전체,건설업,"6,011 ","9,610,611 ","1,372,047,492 ",142.8 ,2020,10
202010,충청남도,전체,"공공 행정, 국방 및 사회보장 행정","2,409 ","18,009,488 ","2,247,747,723 ",124.8 ,2020,10
202010,충청남도,전체,광업,230 ,"14,149,938 ","1,638,983,010 ",115.8 ,2020,10
